statsec;deelgemeente;gemeente;statsec_naam;gemeente_naam;provincie;statsec_naam_lang;deelgemeente_naam
11002R43-;11002R;11002;Eksterlaar;Antwerpen;10000;Eksterlaar (11002R43-);Deurne
11002R44-;11002R;11002;Boterlaar - Silsburg;Antwerpen;10000;Boterlaar - Silsburg (11002R44-);Deurne
11002R47-;11002R;11002;Vliegveld;Antwerpen;10000;Vliegveld (11002R47-);Deurne
11002R482;11002R;11002;Boekenbergpark;Antwerpen;10000;Boekenbergpark (11002R482);Deurne
11002S00-;11002S;11002;Borgerhout - Gemeentehuis;Antwerpen;10000;Borgerhout - Gemeentehuis (11002S00-);Borgerhout
11002S01-;11002S;11002;Fonteinstraat;Antwerpen;10000;Fonteinstraat (11002S01-);Borgerhout
11002S02-;11002S;11002;Den Bleekhof;Antwerpen;10000;Den Bleekhof (11002S02-);Borgerhout
11002S03-;11002S;11002;Kroonstraat-West;Antwerpen;10000;Kroonstraat-West (11002S03-);Borgerhout
11002S04-;11002S;11002;Het Laar;Antwerpen;10000;Het Laar (11002S04-);Borgerhout
11002S05-;11002S;11002;Kattenberg;Antwerpen;10000;Kattenberg (11002S05-);Borgerhout
11002S10-;11002S;11002;Stenenbrug-Zuid;Antwerpen;10000;Stenenbrug-Zuid (11002S10-);Borgerhout
11002S11-;11002S;11002;College;Antwerpen;10000;College (11002S11-);Borgerhout
11002S12-;11002S;11002;Van De Perrelei;Antwerpen;10000;Van De Perrelei (11002S12-);Borgerhout
11002S13-;11002S;11002;Boelaerpark-Noord;Antwerpen;10000;Boelaerpark-Noord (11002S13-);Borgerhout
11002S19-;11002S;11002;Te Boelaerpark;Antwerpen;10000;Te Boelaerpark (11002S19-);Borgerhout
11002S20-;11002S;11002;Foorplein;Antwerpen;10000;Foorplein (11002S20-);Borgerhout
11002S28-;11002S;11002;Deurne - Huiskens;Antwerpen;10000;Deurne - Huiskens (11002S28-);Borgerhout
11002S2MJ;11002S;11002;E3 - E39;Antwerpen;10000;E3 - E39 (11002S2MJ);Borgerhout
11002S30-;11002S;11002;De Peperbus;Antwerpen;10000;De Peperbus (11002S30-);Borgerhout
11002S31-;11002S;11002;St -Anna;Antwerpen;10000;St -Anna (11002S31-);Borgerhout
11002S41-;11002S;11002;Laboratorium;Antwerpen;10000;Laboratorium (11002S41-);Borgerhout
11002S42-;11002S;11002;Gitschotel;Antwerpen;10000;Gitschotel (11002S42-);Borgerhout
11002S43-;11002S;11002;Cruyslei;Antwerpen;10000;Cruyslei (11002S43-);Borgerhout
11002T00-;11002T;11002;Op Ten Bergh;Antwerpen;10000;Op Ten Bergh (11002T00-);Berchem
11002T01-;11002T;11002;Posthof;Antwerpen;10000;Posthof (11002T01-);Berchem
11002T02-;11002T;11002;Hofveld;Antwerpen;10000;Hofveld (11002T02-);Berchem
11002T03-;11002T;11002;Stuivenberg;Antwerpen;10000;Stuivenberg (11002T03-);Berchem
11002T04-;11002T;11002;Oude Justitie;Antwerpen;10000;Oude Justitie (11002T04-);Berchem
11002T05-;11002T;11002;Turkeyen;Antwerpen;10000;Turkeyen (11002T05-);Berchem
11002T09-;11002T;11002;Vestingen;Antwerpen;10000;Vestingen (11002T09-);Berchem
11002T10-;11002T;11002;Ruytenburg;Antwerpen;10000;Ruytenburg (11002T10-);Berchem
11002T111;11002T;11002;Fruithof;Antwerpen;10000;Fruithof (11002T111);Berchem
11002T12-;11002T;11002;Oude Baen;Antwerpen;10000;Oude Baen (11002T12-);Berchem
11002T13-;11002T;11002;Molenveld;Antwerpen;10000;Molenveld (11002T13-);Berchem
11002T14-;11002T;11002;De Veldekens;Antwerpen;10000;De Veldekens (11002T14-);Berchem
11002T180;11002T;11002;Rooy;Antwerpen;10000;Rooy (11002T180);Berchem
11002T19-;11002T;11002;De Schom;Antwerpen;10000;De Schom (11002T19-);Berchem
11002T20-;11002T;11002;Gitschotel;Antwerpen;10000;Gitschotel (11002T20-);Berchem
11002T21-;11002T;11002;Vosstraete;Antwerpen;10000;Vosstraete (11002T21-);Berchem
11002T22-;11002T;11002;Groenenhoek;Antwerpen;10000;Groenenhoek (11002T22-);Berchem
11002T23-;11002T;11002;Berchembos;Antwerpen;10000;Berchembos (11002T23-);Berchem
11002T24-;11002T;11002;Tuinwijk;Antwerpen;10000;Tuinwijk (11002T24-);Berchem
11002T25-;11002T;11002;Het Prieel;Antwerpen;10000;Het Prieel (11002T25-);Berchem
11002T30-;11002T;11002;Zurenborg;Antwerpen;10000;Zurenborg (11002T30-);Berchem
11002T39-;11002T;11002;Oostkwartier;Antwerpen;10000;Oostkwartier (11002T39-);Berchem
11002T412;11002T;11002;Zilverbeek;Antwerpen;10000;Zilverbeek (11002T412);Berchem
11002T42-;11002T;11002;De Zepten;Antwerpen;10000;De Zepten (11002T42-);Berchem
11002U00-;11002U;11002;Wilrijk-Centrum;Antwerpen;10000;Wilrijk-Centrum (11002U00-);Wilrijk
11002U01-;11002U;11002;Yperman - Steytelinck;Antwerpen;10000;Yperman - Steytelinck (11002U01-);Wilrijk
11002U02-;11002U;11002;Oversnes - Duivelshoek;Antwerpen;10000;Oversnes - Duivelshoek (11002U02-);Wilrijk
11002U03-;11002U;11002;Koornbloem;Antwerpen;10000;Koornbloem (11002U03-);Wilrijk
11002U09-;11002U;11002;Slijkhoek - Fort 6;Antwerpen;10000;Slijkhoek - Fort 6 (11002U09-);Wilrijk
11002U10-;11002U;11002;Hondsnest - Molenveld;Antwerpen;10000;Hondsnest - Molenveld (11002U10-);Wilrijk
11002U11-;11002U;11002;Parkwijk;Antwerpen;10000;Parkwijk (11002U11-);Wilrijk
11002U20-;11002U;11002;Valaar - De Brem;Antwerpen;10000;Valaar - De Brem (11002U20-);Wilrijk
11002U21-;11002U;11002;De Bruynlaan-Zuid;Antwerpen;10000;De Bruynlaan-Zuid (11002U21-);Wilrijk
11002U22-;11002U;11002;De Bruynlaan-Noord;Antwerpen;10000;De Bruynlaan-Noord (11002U22-);Wilrijk
11002U30-;11002U;11002;Oosterveld;Antwerpen;10000;Oosterveld (11002U30-);Wilrijk
11002U31-;11002U;11002;Elsdonk-Oost;Antwerpen;10000;Elsdonk-Oost (11002U31-);Wilrijk
11002U32-;11002U;11002;Elsdonk-West;Antwerpen;10000;Elsdonk-West (11002U32-);Wilrijk
11002U33-;11002U;11002;Sint-Augustinus;Antwerpen;10000;Sint-Augustinus (11002U33-);Wilrijk
11002U40-;11002U;11002;Eden;Antwerpen;10000;Eden (11002U40-);Wilrijk
11002U41-;11002U;11002;U I A Voorjaarsstraat;Antwerpen;10000;U I A Voorjaarsstraat (11002U41-);Wilrijk
11002U43-;11002U;11002;Gallaitlaan;Antwerpen;10000;Gallaitlaan (11002U43-);Wilrijk
11002U47-;11002U;11002;Industriepark-Oost;Antwerpen;10000;Industriepark-Oost (11002U47-);Wilrijk
11002U57-;11002U;11002;Ter Beke Hof Dreef;Antwerpen;10000;Ter Beke Hof Dreef (11002U57-);Wilrijk
11002U5MA;11002U;11002;Groene Hoek - Ter Beke;Antwerpen;10000;Groene Hoek - Ter Beke (11002U5MA);Wilrijk
11002U5PA;11002U;11002;Groene Hoek - Ter Beke;Antwerpen;10000;Groene Hoek - Ter Beke (11002U5PA);Wilrijk
11002U60-;11002U;11002;Dooy Slooy;Antwerpen;10000;Dooy Slooy (11002U60-);Wilrijk
11002U68-;11002U;11002;Schoonselhof - Fort 7;Antwerpen;10000;Schoonselhof - Fort 7 (11002U68-);Wilrijk
11002U69-;11002U;11002;Klaverblad;Antwerpen;10000;Klaverblad (11002U69-);Wilrijk
11002V00-;11002V;11002;Hoboken - Centrum;Antwerpen;10000;Hoboken - Centrum (11002V00-);Hoboken
11002V01-;11002V;11002;Kloosterstraat;Antwerpen;10000;Kloosterstraat (11002V01-);Hoboken
11002V02-;11002V;11002;Vinkevelden;Antwerpen;10000;Vinkevelden (11002V02-);Hoboken
11002V03-;11002V;11002;Kapelstraat;Antwerpen;10000;Kapelstraat (11002V03-);Hoboken
11002V04-;11002V;11002;Sport Park Bell;Antwerpen;10000;Sport Park Bell (11002V04-);Hoboken
11002V05-;11002V;11002;Leopoldlei;Antwerpen;10000;Leopoldlei (11002V05-);Hoboken
11002V07-;11002V;11002;Metallurgie - Cockerill;Antwerpen;10000;Metallurgie - Cockerill (11002V07-);Hoboken
11002V099;11002V;11002;Park Zorgvliet;Antwerpen;10000;Park Zorgvliet (11002V099);Hoboken
11002V10-;11002V;11002;Zwaantjes;Antwerpen;10000;Zwaantjes (11002V10-);Hoboken
11002V11-;11002V;11002;Portugesehof;Antwerpen;10000;Portugesehof (11002V11-);Hoboken
11002V12-;11002V;11002;Weerstandlaan;Antwerpen;10000;Weerstandlaan (11002V12-);Hoboken
11002V13-;11002V;11002;Heide;Antwerpen;10000;Heide (11002V13-);Hoboken
11002V14-;11002V;11002;Lichtenberg;Antwerpen;10000;Lichtenberg (11002V14-);Hoboken
11002V19-;11002V;11002;Begraafplaats;Antwerpen;10000;Begraafplaats (11002V19-);Hoboken
11002V20-;11002V;11002;Meerlenhof;Antwerpen;10000;Meerlenhof (11002V20-);Hoboken
11002V21-;11002V;11002;Stuivenberg;Antwerpen;10000;Stuivenberg (11002V21-);Hoboken
11002V22-;11002V;11002;Nachtegalenhof-Noord;Antwerpen;10000;Nachtegalenhof-Noord (11002V22-);Hoboken
11002V23-;11002V;11002;Nachtegalenhof-Zuid;Antwerpen;10000;Nachtegalenhof-Zuid (11002V23-);Hoboken
11002V29-;11002V;11002;Hof Ter Groen;Antwerpen;10000;Hof Ter Groen (11002V29-);Hoboken
11002V301;11002V;11002;Moretusburg;Antwerpen;10000;Moretusburg (11002V301);Hoboken
11002V312;11002V;11002;Visputten;Antwerpen;10000;Visputten (11002V312);Hoboken
11002V322;11002V;11002;Polderstad;Antwerpen;10000;Polderstad (11002V322);Hoboken
11002V373;11002V;11002;Industriepark;Antwerpen;10000;Industriepark (11002V373);Hoboken
11002V391;11002V;11002;Polderbos;Antwerpen;10000;Polderbos (11002V391);Hoboken
11002ZZZZ;11002ONBE;11002;Antwerpen - niet te lokaliseren;Antwerpen;10000;Antwerpen - niet te lokaliseren (11002ZZZZ);Antwerpen - niet te lokaliseren
11004A00-;11004A;11004;Boechout-Centrum;Boechout;10000;Boechout-Centrum (11004A00-);Boechout
11004A01-;11004A;11004;Hovereveld;Boechout;10000;Hovereveld (11004A01-);Boechout
11004A02-;11004A;11004;Fruithof;Boechout;10000;Fruithof (11004A02-);Boechout
11004A03-;11004A;11004;Lange Kroon;Boechout;10000;Lange Kroon (11004A03-);Boechout
11004A081;11004A;11004;Mussenhoeve;Boechout;10000;Mussenhoeve (11004A081);Boechout
11004A09-;11004A;11004;Hof Van Boechout;Boechout;10000;Hof Van Boechout (11004A09-);Boechout
11004A10-;11004A;11004;'t Voske;Boechout;10000;'t Voske (11004A10-);Boechout
11004A18-;11004A;11004;Helle;Boechout;10000;Helle (11004A18-);Boechout
11004A19-;11004A;11004;Smidje-Verspreide Bewoning;Boechout;10000;Smidje-Verspreide Bewoning (11004A19-);Boechout
11004A21-;11004A;11004;Molenveld;Boechout;10000;Molenveld (11004A21-);Boechout
11004A220;11004A;11004;Gillegombuurt;Boechout;10000;Gillegombuurt (11004A220);Boechout
11004A23-;11004A;11004;Schaliehoevebuurt;Boechout;10000;Schaliehoevebuurt (11004A23-);Boechout
11004A242;11004A;11004;Vogelweide;Boechout;10000;Vogelweide (11004A242);Boechout
11004A29-;11004A;11004;Boshoek;Boechout;10000;Boshoek (11004A29-);Boechout
11004B000;11004B;11004;Vremde-Dorp;Boechout;10000;Vremde-Dorp (11004B000);Vremde
11004B010;11004B;11004;Broechemse Steenweg;Boechout;10000;Broechemse Steenweg (11004B010);Vremde
11004B022;11004B;11004;Nieuwe Wijk;Boechout;10000;Nieuwe Wijk (11004B022);Vremde
11004B081;11004B;11004;Toeffelhoek;Boechout;10000;Toeffelhoek (11004B081);Vremde
11004B090;11004B;11004;Bloemenhof - Vremdermolen;Boechout;10000;Bloemenhof - Vremdermolen (11004B090);Vremde
11004B19-;11004B;11004;Achterste Hoeven;Boechout;10000;Achterste Hoeven (11004B19-);Vremde
11004ZZZZ;11004ONBE;11004;Boechout - niet te lokaliseren;Boechout;10000;Boechout - niet te lokaliseren (11004ZZZZ);Boechout - niet te lokaliseren
11005A00-;11005A;11005;Boom-Centrum;Boom;10000;Boom-Centrum (11005A00-);Boom
11005A01-;11005A;11005;Advokaatstraat;Boom;10000;Advokaatstraat (11005A01-);Boom
11005A02-;11005A;11005;De Hoek;Boom;10000;De Hoek (11005A02-);Boom
11005A03-;11005A;11005;Boom Station-F De Schutterl;Boom;10000;Boom Station-F De Schutterl (11005A03-);Boom
11005A04-;11005A;11005;Noeveren;Boom;10000;Noeveren (11005A04-);Boom
11005A051;11005A;11005;Schomme;Boom;10000;Schomme (11005A051);Boom
11005A072;11005A;11005;Industrie;Boom;10000;Industrie (11005A072);Boom
11005A093;11005A;11005;Hollezijp;Boom;10000;Hollezijp (11005A093);Boom
11005A10-;11005A;11005;Bosstraat;Boom;10000;Bosstraat (11005A10-);Boom
11005A184;11005A;11005;Recreatie;Boom;10000;Recreatie (11005A184);Boom
11005A191;11005A;11005;Kleine Steylen;Boom;10000;Kleine Steylen (11005A191);Boom
11005A20-;11005A;11005;Bareel-Park;Boom;10000;Bareel-Park (11005A20-);Boom
11005A211;11005A;11005;Watertoren;Boom;10000;Watertoren (11005A211);Boom
11005A22-;11005A;11005;Gebo;Boom;10000;Gebo (11005A22-);Boom
11005A232;11005A;11005;Korte Straat;Boom;10000;Korte Straat (11005A232);Boom
11005A242;11005A;11005;Quesels;Boom;10000;Quesels (11005A242);Boom
11005A25-;11005A;11005;Vosken;Boom;10000;Vosken (11005A25-);Boom
11005A30-;11005A;11005;Pertsgad;Boom;10000;Pertsgad (11005A30-);Boom
11005A39-;11005A;11005;Park;Boom;10000;Park (11005A39-);Boom
11005ZZZZ;11005ONBE;11005;Boom - niet te lokaliseren;Boom;10000;Boom - niet te lokaliseren (11005ZZZZ);Boom - niet te lokaliseren
11007A00-;11007A;11007;Borsbeek-Centrum;Borsbeek;10000;Borsbeek-Centrum (11007A00-);Borsbeek
11007A01-;11007A;11007;Vogelzang;Borsbeek;10000;Vogelzang (11007A01-);Borsbeek
11007A020;11007A;11007;Achterrot;Borsbeek;10000;Achterrot (11007A020);Borsbeek
11007A03-;11007A;11007;Van Putlei;Borsbeek;10000;Van Putlei (11007A03-);Borsbeek
11007A04-;11007A;11007;Oude Sprinkhaan;Borsbeek;10000;Oude Sprinkhaan (11007A04-);Borsbeek
11007A080;11007A;11007;Schoendonk;Borsbeek;10000;Schoendonk (11007A080);Borsbeek
11007A09-;11007A;11007;Fort 3;Borsbeek;10000;Fort 3 (11007A09-);Borsbeek
11007ZZZZ;11007ONBE;11007;Borsbeek - niet te lokaliseren;Borsbeek;10000;Borsbeek - niet te lokaliseren (11007ZZZZ);Borsbeek - niet te lokaliseren
11008A00-;11008A;11008;Vagevuurvelden;Brasschaat;10000;Vagevuurvelden (11008A00-);Brasschaat
11008A01-;11008A;11008;Brasschaat-Centrum;Brasschaat;10000;Brasschaat-Centrum (11008A01-);Brasschaat
11008A020;11008A;11008;Zand - Heislag;Brasschaat;10000;Zand - Heislag (11008A020);Brasschaat
11008A03-;11008A;11008;Fortuinbeek;Brasschaat;10000;Fortuinbeek (11008A03-);Brasschaat
11008A04-;11008A;11008;Kliniek;Brasschaat;10000;Kliniek (11008A04-);Brasschaat
11008A091;11008A;11008;Park;Brasschaat;10000;Park (11008A091);Brasschaat
11008A0AA;11008A;11008;Neervelden;Brasschaat;10000;Neervelden (11008A0AA);Brasschaat
11008A0BJ;11008A;11008;Heuvels - Rietbeemden;Brasschaat;10000;Heuvels - Rietbeemden (11008A0BJ);Brasschaat
11008A0PA;11008A;11008;Torenhof - Hof Ten Bos;Brasschaat;10000;Torenhof - Hof Ten Bos (11008A0PA);Brasschaat
11008A10-;11008A;11008;Middelkaart;Brasschaat;10000;Middelkaart (11008A10-);Brasschaat
11008A11-;11008A;11008;Lage Kaart;Brasschaat;10000;Lage Kaart (11008A11-);Brasschaat
11008A12-;11008A;11008;Hoge Kaart;Brasschaat;10000;Hoge Kaart (11008A12-);Brasschaat
11008A19-;11008A;11008;Eikelenberg;Brasschaat;10000;Eikelenberg (11008A19-);Brasschaat
11008A20-;11008A;11008;Driehoek;Brasschaat;10000;Driehoek (11008A20-);Brasschaat
11008A21-;11008A;11008;Bethanie;Brasschaat;10000;Bethanie (11008A21-);Brasschaat
11008A22-;11008A;11008;Mishagen;Brasschaat;10000;Mishagen (11008A22-);Brasschaat
11008A283;11008A;11008;Het Leeg - Mikse Heide;Brasschaat;10000;Het Leeg - Mikse Heide (11008A283);Brasschaat
11008A29-;11008A;11008;Niemands Beemden;Brasschaat;10000;Niemands Beemden (11008A29-);Brasschaat
11008A30-;11008A;11008;Maria-Ter-Heide;Brasschaat;10000;Maria-Ter-Heide (11008A30-);Brasschaat
11008A31-;11008A;11008;Molenheide;Brasschaat;10000;Molenheide (11008A31-);Brasschaat
11008A32-;11008A;11008;Bellenhof;Brasschaat;10000;Bellenhof (11008A32-);Brasschaat
11008A332;11008A;11008;Duren Tijd;Brasschaat;10000;Duren Tijd (11008A332);Brasschaat
11008A381;11008A;11008;De Mik;Brasschaat;10000;De Mik (11008A381);Brasschaat
11008A3MB;11008A;11008;Groot Schietveld;Brasschaat;10000;Groot Schietveld (11008A3MB);Brasschaat
11008A3PB;11008A;11008;Kamp Van Brasschaat;Brasschaat;10000;Kamp Van Brasschaat (11008A3PB);Brasschaat
11008A40-;11008A;11008;Mariaburg;Brasschaat;10000;Mariaburg (11008A40-);Brasschaat
11008A49-;11008A;11008;Leenheide - Katerheide;Brasschaat;10000;Leenheide - Katerheide (11008A49-);Brasschaat
11008A500;11008A;11008;Vriesdonk;Brasschaat;10000;Vriesdonk (11008A500);Brasschaat
11008A510;11008A;11008;Ter Borcht - Voshol;Brasschaat;10000;Ter Borcht - Voshol (11008A510);Brasschaat
11008A59-;11008A;11008;Peerdsbos;Brasschaat;10000;Peerdsbos (11008A59-);Brasschaat
11008ZZZZ;11008ONBE;11008;Brasschaat - niet te lokaliseren;Brasschaat;10000;Brasschaat - niet te lokaliseren (11008ZZZZ);Brasschaat - niet te lokaliseren
11009A000;11009A;11009;Brecht-Centrum;Brecht;10000;Brecht-Centrum (11009A000);Brecht
11009A01-;11009A;11009;Heiken;Brecht;10000;Heiken (11009A01-);Brecht
11009A02-;11009A;11009;Beekhoven;Brecht;10000;Beekhoven (11009A02-);Brecht
11009A03-;11009A;11009;Papbos;Brecht;10000;Papbos (11009A03-);Brecht
11009A042;11009A;11009;Hensel;Brecht;10000;Hensel (11009A042);Brecht
11009A0AD;11009A;11009;Steeghoven;Brecht;10000;Steeghoven (11009A0AD);Brecht
11009A0MC;11009A;11009;De Ring;Brecht;10000;De Ring (11009A0MC);Brecht
11009A0PD;11009A;11009;Hoek - Schom;Brecht;10000;Hoek - Schom (11009A0PD);Brecht
11009A0QC;11009A;11009;Stapelheide - Nollekens;Brecht;10000;Stapelheide - Nollekens (11009A0QC);Brecht
11009A20-;11009A;11009;Het Veen;Brecht;10000;Het Veen (11009A20-);Brecht
11009A21-;11009A;11009;Kambeenheide;Brecht;10000;Kambeenheide (11009A21-);Brecht
11009A222;11009A;11009;Hoge Heide;Brecht;10000;Hoge Heide (11009A222);Brecht
11009A281;11009A;11009;De Merel;Brecht;10000;De Merel (11009A281);Brecht
11009A29-;11009A;11009;Vraagheide;Brecht;10000;Vraagheide (11009A29-);Brecht
11009A30-;11009A;11009;Overbroek;Brecht;10000;Overbroek (11009A30-);Brecht
11009A38-;11009A;11009;Krekelberg;Brecht;10000;Krekelberg (11009A38-);Brecht
11009A3AB;11009A;11009;Nieuwe Rommersheide;Brecht;10000;Nieuwe Rommersheide (11009A3AB);Brecht
11009A3PB;11009A;11009;Horst - Schoordijk - Mereyt;Brecht;10000;Horst - Schoordijk - Mereyt (11009A3PB);Brecht
11009A49-;11009A;11009;Brechtse Heide;Brecht;10000;Brechtse Heide (11009A49-);Brecht
11009A59-;11009A;11009;Groot Schietveld;Brecht;10000;Groot Schietveld (11009A59-);Brecht
11009A5AA;11009A;11009;Rommersheide - Lakven;Brecht;10000;Rommersheide - Lakven (11009A5AA);Brecht
11009A5PA;11009A;11009;Nottebohm;Brecht;10000;Nottebohm (11009A5PA);Brecht
11009B00-;11009B;11009;Sint-Lenaarts-Centrum;Brecht;10000;Sint-Lenaarts-Centrum (11009B00-);Sint-Lenaarts
11009B01-;11009B;11009;Pothoek;Brecht;10000;Pothoek (11009B01-);Sint-Lenaarts
11009B02-;11009B;11009;Heiken;Brecht;10000;Heiken (11009B02-);Sint-Lenaarts
11009B032;11009B;11009;Koningsstoel;Brecht;10000;Koningsstoel (11009B032);Sint-Lenaarts
11009B08-;11009B;11009;Molenheiken;Brecht;10000;Molenheiken (11009B08-);Sint-Lenaarts
11009B091;11009B;11009;Henxbroek-Kloosterakker-Vondel;Brecht;10000;Henxbroek-Kloosterakker-Vondel (11009B091);Sint-Lenaarts
11009B18-;11009B;11009;Eester - Laboureur - Vogelzang;Brecht;10000;Eester - Laboureur - Vogelzang (11009B18-);Sint-Lenaarts
11009B19-;11009B;11009;De Leeuwerik;Brecht;10000;De Leeuwerik (11009B19-);Sint-Lenaarts
11009B20-;11009B;11009;Groot En Klein Veerle;Brecht;10000;Groot En Klein Veerle (11009B20-);Sint-Lenaarts
11009B29-;11009B;11009;De Houw - Galgevoort;Brecht;10000;De Houw - Galgevoort (11009B29-);Sint-Lenaarts
11009B2MA;11009B;11009;D'hoef;Brecht;10000;D'hoef (11009B2MA);Sint-Lenaarts
11009B2PA;11009B;11009;Veerle - Verspreide Bewoning;Brecht;10000;Veerle - Verspreide Bewoning (11009B2PA);Sint-Lenaarts
11009C00-;11009C;11009;Sint-Job-In-'t Goor - Centrum;Brecht;10000;Sint-Job-In-'t Goor - Centrum (11009C00-);Sint-Job-in-'t-Goor
11009C01-;11009C;11009;Leeuwerik;Brecht;10000;Leeuwerik (11009C01-);Sint-Job-in-'t-Goor
11009C020;11009C;11009;Zand;Brecht;10000;Zand (11009C020);Sint-Job-in-'t-Goor
11009C03-;11009C;11009;Sint-Job-In-'t Goor - Dorp-N;Brecht;10000;Sint-Job-In-'t Goor - Dorp-N (11009C03-);Sint-Job-in-'t-Goor
11009C08-;11009C;11009;Christus-Koning;Brecht;10000;Christus-Koning (11009C08-);Sint-Job-in-'t-Goor
11009C090;11009C;11009;Kloosterveld-Verspr Bew;Brecht;10000;Kloosterveld-Verspr Bew (11009C090);Sint-Job-in-'t-Goor
11009ZZZZ;11009ONBE;11009;Brecht - niet te lokaliseren;Brecht;10000;Brecht - niet te lokaliseren (11009ZZZZ);Brecht - niet te lokaliseren
11013A00-;11013A;11013;Edegem-Centrum;Edegem;10000;Edegem-Centrum (11013A00-);Edegem
11013A01-;11013A;11013;Mussenburg;Edegem;10000;Mussenburg (11013A01-);Edegem
11013A02-;11013A;11013;Buizegem;Edegem;10000;Buizegem (11013A02-);Edegem
11013A03-;11013A;11013;Posdijk;Edegem;10000;Posdijk (11013A03-);Edegem
11013A040;11013A;11013;Boerenleger;Edegem;10000;Boerenleger (11013A040);Edegem
11013A050;11013A;11013;Grijpegem;Edegem;10000;Grijpegem (11013A050);Edegem
11013A090;11013A;11013;Hof Ter Linden;Edegem;10000;Hof Ter Linden (11013A090);Edegem
11013A101;11013A;11013;Eekhof - St Jozef;Edegem;10000;Eekhof - St Jozef (11013A101);Edegem
11013A11-;11013A;11013;Elsdonk;Edegem;10000;Elsdonk (11013A11-);Edegem
11013A12-;11013A;11013;Verbrande Hoeve;Edegem;10000;Verbrande Hoeve (11013A12-);Edegem
11013A132;11013A;11013;Molenveld;Edegem;10000;Molenveld (11013A132);Edegem
11013A142;11013A;11013;Aan De Hoeve;Edegem;10000;Aan De Hoeve (11013A142);Edegem
11013A181;11013A;11013;Molenveld-Zuid;Edegem;10000;Molenveld-Zuid (11013A181);Edegem
11013A19-;11013A;11013;Drie Eiken;Edegem;10000;Drie Eiken (11013A19-);Edegem
11013A20-;11013A;11013;Ter Beke;Edegem;10000;Ter Beke (11013A20-);Edegem
11013A21-;11013A;11013;Rozenhof;Edegem;10000;Rozenhof (11013A21-);Edegem
11013ZZZZ;11013ONBE;11013;Edegem - niet te lokaliseren;Edegem;10000;Edegem - niet te lokaliseren (11013ZZZZ);Edegem - niet te lokaliseren
11016A000;11016A;11016;Essen-Centrum;Essen;10000;Essen-Centrum (11016A000);Essen
11016A010;11016A;11016;Heuvel;Essen;10000;Heuvel (11016A010);Essen
11016A021;11016A;11016;Kloosterstraat-Oost;Essen;10000;Kloosterstraat-Oost (11016A021);Essen
11016A042;11016A;11016;Hondsberg;Essen;10000;Hondsberg (11016A042);Essen
11016A052;11016A;11016;De Vennen - De Werf;Essen;10000;De Vennen - De Werf (11016A052);Essen
11016A091;11016A;11016;Spijker - Zandstraat;Essen;10000;Spijker - Zandstraat (11016A091);Essen
11016A101;11016A;11016;Wildert-Oost;Essen;10000;Wildert-Oost (11016A101);Essen
11016A112;11016A;11016;Wildert-West;Essen;10000;Wildert-West (11016A112);Essen
11016A180;11016A;11016;Vissenheuvel - Zilveren Hoek;Essen;10000;Vissenheuvel - Zilveren Hoek (11016A180);Essen
11016A191;11016A;11016;Wildven;Essen;10000;Wildven (11016A191);Essen
11016A1AJ;11016A;11016;Wildert Weekendzone-Oost;Essen;10000;Wildert Weekendzone-Oost (11016A1AJ);Essen
11016A200;11016A;11016;Horendonk;Essen;10000;Horendonk (11016A200);Essen
11016A262;11016A;11016;Horendonk-Weekendzone;Essen;10000;Horendonk-Weekendzone (11016A262);Essen
11016A273;11016A;11016;Industriezone;Essen;10000;Industriezone (11016A273);Essen
11016A281;11016A;11016;Steenpaal - Grote Horendonk;Essen;10000;Steenpaal - Grote Horendonk (11016A281);Essen
